Linux 5.4.0-47-generic (slave2) 	18/09/2020 	_x86_64_	(2 CPU)

02:05:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:09:47     all    4,50    0,00    4,00    0,00    0,00   10,50    0,00    0,00    0,00   81,00
02:09:48     all    3,47    0,00    5,94    3,96    0,00   12,87    0,00    0,00    0,00   73,76
02:09:49     all    4,08    0,00    4,59    2,04    0,00   11,73    0,00    0,00    0,00   77,55
02:09:50     all    3,50    0,00    6,50    0,50    0,00   11,00    0,00    0,00    0,00   78,50
02:09:51     all    4,04    0,00    3,54    0,51    0,00   15,66    0,00    0,00    0,00   76,26
02:09:52     all    5,61    0,00    6,63    0,51    0,00   13,27    0,00    0,00    0,00   73,98
02:09:53     all    7,14    0,00    3,06    0,00    0,00   13,27    0,00    0,00    0,00   76,53
02:09:54     all    4,06    0,00    5,08    1,52    0,00   13,20    0,00    0,00    0,00   76,14
02:09:55     all    4,17    0,00    5,73    1,04    0,00   13,54    0,00    0,00    0,00   75,52
02:09:56     all    5,18    0,00    2,59    0,00    0,00   17,10    0,00    0,00    0,00   75,13
02:09:57     all    4,64    0,00    7,22    0,00    0,00   10,82    0,00    0,00    0,00   77,32
02:09:58     all    4,62    0,00    3,08    0,00    0,00   13,85    0,00    0,00    0,00   78,46
02:09:59     all    6,06    0,00    4,55    0,00    0,00   16,16    0,00    0,00    0,00   73,23
02:10:00     all    4,48    0,00    4,98    1,00    0,00   11,94    0,00    0,00    0,00   77,61
02:10:01     all    3,41    0,00    4,39    1,95    0,00   13,66    0,00    0,00    0,00   76,59
02:10:02     all    3,98    0,00    3,48    1,00    0,00   15,42    0,00    0,00    0,00   76,12
02:10:03     all    5,97    0,00    4,98    0,00    0,00   10,95    0,00    0,00    0,00   78,11
02:10:04     all    5,80    0,00    8,21    0,00    0,00   14,01    0,00    0,00    0,00   71,98
02:10:05     all    5,00    0,00    5,00    3,00    0,00   11,00    0,00    0,00    0,00   76,00
02:10:06     all    3,52    0,00    5,03    0,00    0,00   10,05    0,00    0,00    0,00   81,41
