Linux 5.4.0-48-generic (slave1) 	08/10/2020 	_x86_64_	(2 CPU)

18:37:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:39:08     all    1,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,99
18:39:09     all    1,51    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:39:10     all    2,49    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   95,52
18:39:11     all    1,99    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   96,02
18:39:12     all    1,51    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:39:13     all    2,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   96,50
18:39:14     all    1,52    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:39:15     all    2,53    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:39:16     all    0,50    0,00    1,49    0,50    0,00    0,99    0,00    0,00    0,00   96,53
18:39:17     all    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
18:39:18     all    1,02    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,97
18:39:19     all    0,51    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,98
18:39:20     all    1,50    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   97,00
18:39:21     all    1,02    0,00    1,02    0,00    0,00    0,51    0,00    0,00    0,00   97,46
18:39:22     all    0,51    0,00    2,02    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:39:23     all    2,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:39:24     all    2,02    0,00    1,01    1,01    0,00    0,51    0,00    0,00    0,00   95,45
18:39:25     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:39:26     all    1,00    0,00    0,50    0,00    0,00    1,00    0,00    0,00    0,00   97,50
18:39:27     all    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:39:28     all    0,00    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   98,98
18:39:29     all    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
18:39:30     all    2,51    0,00    1,01    0,50    0,00    0,50    0,00    0,00    0,00   95,48
18:39:31     all    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
18:39:32     all    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:39:33     all    1,01    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:39:34     all    1,52    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   96,97
18:39:35     all    1,51    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   96,48
18:39:36     all    1,01    0,00    1,01    0,50    0,00    0,50    0,00    0,00    0,00   96,98
18:39:37     all    1,52    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,46
18:39:38     all    0,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:39:39     all    2,53    0,00    1,52    0,00    0,00    0,51    0,00    0,00    0,00   95,45
18:39:40     all    1,50    0,00    1,50    0,00    0,00    0,00    0,00    0,00    0,00   97,00
18:39:41     all    1,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:39:42     all    1,00    0,00    1,00    1,00    0,00    1,00    0,00    0,00    0,00   96,00
18:39:43     all    1,52    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   97,97
18:39:44     all    1,52    0,00    0,00    0,00    0,00    1,02    0,00    0,00    0,00   97,46
18:39:45     all    1,01    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:39:46     all    1,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,46
18:39:47     all    1,50    0,00    1,00    0,50    0,00    0,50    0,00    0,00    0,00   96,50
18:39:48     all    2,50    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   96,00
18:39:49     all    1,53    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,96
18:39:50     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:39:51     all    2,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:39:52     all    1,02    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,97
18:39:53     all    2,00    0,00    1,50    2,50    0,00    0,50    0,00    0,00    0,00   93,50
18:39:54     all    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:39:55     all    1,51    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:39:56     all    2,02    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:39:57     all    1,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,98
18:39:58     all    0,51    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   98,48
18:39:59     all    1,99    0,00    1,49    0,00    0,00    1,00    0,00    0,00    0,00   95,52
18:40:00     all    2,01    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,48
18:40:01     all    1,50    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   96,50
18:40:02     all    1,02    0,00    0,51    1,02    0,00    0,00    0,00    0,00    0,00   97,45
18:40:03     all    1,02    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,97
18:40:04     all    2,03    0,00    1,02    0,00    0,00    0,51    0,00    0,00    0,00   96,45
18:40:05     all    2,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:40:06     all    0,51    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,98
18:40:07     all    1,50    0,00    2,00    0,00    0,00    0,50    0,00    0,00    0,00   96,00
18:40:08     all    1,51    0,00    0,50    1,01    0,00    0,50    0,00    0,00    0,00   96,48
18:40:09     all    0,50    0,00    2,00    0,00    0,00    0,50    0,00    0,00    0,00   97,00
18:40:10     all    1,01    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,98
18:40:11     all    2,53    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   96,46
